86,23576	1,0196
84,23788	1,01948
85,73774	1,01935
84,7388	1,0192
89,69508	1,01904
87,72406	1,01886
90,18545	1,01866
88,71147	1,01845
93,59167	1,0181
90,67488	1,01771
89,20375	1,01728
93,10788	1,01681
93,10788	1,0163
95,99664	1,01575
97,42851	1,01515
97,90397	1,01452
97,42851	1,01384
96,47485	1,01314
98,3785	1,0124
100,26752	1,01164
97,90397	1,01084
102,60841	1,01002
99,79663	1,00918
104,00215	1,00832
102,60841	1,00743
105,84802	1,00653
103,53847	1,00561
106,30727	1,00468
106,30727	1,00374
106,30727	1,00278
111,75005	1,00182
109,49744	1,00084
109,49744	0,99986
109,04432	0,99887
111,30125	0,99787
113,98118	0,99687
113,53666	0,99586
112,19798	0,99485
115,30966	0,99383
117,06916	0,99281
117,94388	0,99179
117,94388	0,99076
116,63054	0,98973
120,54817	0,9887
119,68337	0,98766
119,68337	0,98662
120,97933	0,98558
123,12291	0,98454
120,97933	0,98349
123,12291	0,98244
123,12291	0,98139
128,60218	0,98033
126,09001	0,97927
124,82321	0,97822
124,82321	0,97716
128,18546	0,97609
128,18546	0,97503
129,84766	0,97396
129,84766	0,9729
133,94897	0,97183
133,54229	0,97076
135,56814	0,96969
135,97105	0,96862
135,56814	0,96755
134,76007	0,96648
138,77053	0,96542
138,37283	0,96435
137,57521	0,96328
138,77053	0,96221
141,14137	0,96115
140,74805	0,96009
140,35401	0,95902
142,31698	0,95796
144,64885	0,95691
143,48612	0,95585
143,48612	0,95479
144,64885	0,95374
146,18926	0,95268
150,36806	0,95163
148,47893	0,95058
151,11895	0,94953
149,23663	0,94848
150,74384	0,94743
151,86714	0,94638
153,72591	0,94533
152,9844	0,94428
154,83323	0,94323
153,72591	0,94218
153,35549	0,94113
152,9844	0,94008
155,20102	0,93903
155,20102	0,93798
155,93465	0,93692
157,03022	0,93587
158,12	0,93481
162,42222	0,93376
163,13055	0,9327
160,28239	0,93164
163,13055	0,93058
167,32978	0,92952
162,77669	0,92846
167,32978	0,9274
165,24096	0,92634
165,59058	0,92528
168,71054	0,92422
166,98313	0,92316
168,36623	0,9221
168,71054	0,92105
170,08201	0,91999
172,46012	0,91894
170,76431	0,91789
170,76431	0,91683
170,76431	0,91579
172,46012	0,91474
172,12208	0,91369
174,14194	0,91265
174,47665	0,91161
175,4775	0,91058
177,79393	0,90954
178,12272	0,90851
178,77872	0,90748
179,43263	0,90645
179,7588	0,90543
182,99243	0,90441
180,08446	0,90339
181,38196	0,90237
182,67134	0,90136
185,5434	0,90035
185,22624	0,89934
182,67134	0,89834
186,492	0,89734
184,90859	0,89634
186,492	0,89534
187,75014	0,89435
187,75014	0,89336
191,78788	0,89237
191,78788	0,89139
189,93389	0,89041
188,6888	0,88943
192,09531	0,88846
192,4023	0,88748
193,32064	0,88651
193,01497	0,88555
193,62588	0,88458
194,53902	0,88362
197,55536	0,88266
194,84254	0,8817
196,35382	0,88074
198,15368	0,87979
199,04813	0,87883
199,34548	0,87788
198,75038	0,87693
200,82633	0,87597
201,41595	0,87502
202,59062	0,87407
202,59062	0,87311
204,63193	0,87216
203,46768	0,8712
204,34142	0,87024
206,9432	0,86928
206,9432	0,86832
206,9432	0,86735
208,37643	0,86638
208,66206	0,86541
208,66206	0,86444
211,50027	0,86346
210,65221	0,86248
210,65221	0,86149
212,06406	0,8605
212,34549	0,85951
210,65221	0,85851
211,78232	0,85751
213,46813	0,8565
215,14306	0,85549
214,02762	0,85447
214,02762	0,85345
216,80753	0,85243
217,08396	0,8514
217,91158	0,85037
217,36011	0,84933
219,01129	0,84828
219,55955	0,84724
219,55955	0,84618
219,55955	0,84512
221,19817	0,84406
224,98757	0,843
223,63946	0,84192
223,36916	0,84085
224,98757	0,83977
224,98757	0,83869
225,52525	0,8376
228,46734	0,83651
226,06206	0,83542
225,25652	0,83433
226,86567	0,83324
227,93426	0,83215
232,17779	0,83105
227,93426	0,82996
230,32705	0,82888
232,17779	0,82779
232,96838	0,82672
234,28279	0,82564
234,80746	0,82458
232,44149	0,82353
235,33153	0,82248
234,80746	0,82145
235,85501	0,82044
235,59334	0,81943
238,46417	0,81845
237,42209	0,81749
237,16125	0,81654
239,50427	0,81563
239,764	0,81473
240,28313	0,81386
241,83791	0,81302
239,24442	0,81221
242,61395	0,81144
244,42156	0,8107
243,13085	0,80999
244,42156	0,80932
242,87245	0,80869
244,93727	0,8081
245,19501	0,80756
245,19501	0,80706
247,25448	0,80661
245,96781	0,80619
248,28275	0,80582
247,25448	0,80548
249,31022	0,80528
248,28275	0,80509
248,28275	0,80492
252,64539	0,80476
252,389	0,80462
251,6197	0,8045
252,13259	0,80439
